description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-22/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-22/mensa-littenweiler_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-21/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-21/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-10-19/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-18/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-10-18/mensa-institutsviertel_wochenangebot.jpg
Dicke Fritten mit Uberraschung,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-10-18/mensa-institutsviertel_abendessen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-17/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-10-17/mensa-institutsviertel_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-10-16/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-16/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-16/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-10-16/mensa-institutsviertel_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Littenweiler,images/2024-10-16/mensa-littenweiler_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-15/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-15/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-10-15/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-14/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-14/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-10-14/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-11/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-11/mensa-littenweiler_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-10/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-10/mensa-littenweiler_wochenangebot.jpg
Pasta \"Tonno\" mit veganem Thunfisch Tomaten Gemuse Oliven,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-10-09/mensa-rempartstrae_tagesgericht.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-09/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-09/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-09/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-10-08/mensa-rempartstrae_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-08/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-08/mensa-institutsviertel_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 2,Vegan,Mensa Littenweiler,images/2024-10-08/mensa-littenweiler_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-08/mensa-littenweiler_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-10-07/mensa-rempartstrae_essen-1.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-10-07/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-07/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-07/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-05/mensa-rempartstrae_essen-1.jpg
Milchreis Apfelmus Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Rempartstrae,images/2024-10-04/mensa-rempartstrae_schneller-teller.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-10-04/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-04/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-04/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-04/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-02/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-02/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-02/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Gurkendip Pommes frites,no,no,Abendessen 1,Vegan,Mensa Institutsviertel,images/2024-10-02/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-02/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-10-01/mensa-rempartstrae_wochenangebot.jpg
Ofenkartoffel Erbsen-Guacamole Bohnencreme,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-10-01/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-10-01/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-10-01/mensa-institutsviertel_wochenangebot.jpg
Vegane Filetstreifen Hummus Gemusesalat Fladenbrot,no,no,Essen 2,Vegan,Mensa Littenweiler,images/2024-10-01/mensa-littenweiler_essen-2.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-10-01/mensa-littenweiler_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-09-30/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-30/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-09-30/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-30/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-09-30/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-09-28/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-27/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-26/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-09-25/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-25/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-24/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-24/mensa-institutsviertel_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-09-23/mensa-rempartstrae_tagesgericht.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-09-23/mensa-institutsviertel_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-23/mensa-institutsviertel_wochenangebot.jpg
Seelachsfilet in Krautermarinade Zitronencreme Kartoffelrosti Erbsenpuree,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-09-20/mensa-rempartstrae_essen-2.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-09-20/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-09-19/mensa-institutsviertel_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-09-19/mensa-institutsviertel_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-09-18/mensa-rempartstrae_essen-1.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-09-18/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-09-18/mensa-institutsviertel_wochenangebot.jpg
Bunte Tortellini Kase-Rahmsauce,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-09-17/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-09-17/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-09-16/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-09-16/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-09-14/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-13/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-13/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-12/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-12/mensa-institutsviertel_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-09-11/mensa-rempartstrae_essen-1.jpg
Vegane Filetstreifen Hummus Gemusesalat Fladenbrot,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-09-11/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-11/mensa-rempartstrae_wochenangebot.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-09-11/mensa-institutsviertel_essen-1.jpg
Superfood Salat mit Bio Rauchertofu,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-09-11/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-11/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2024-09-11/mensa-institutsviertel_abendessen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-10/mensa-rempartstrae_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2024-09-10/mensa-institutsviertel_essen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-10/mensa-institutsviertel_wochenangebot.jpg
Mango-Weizen Tabouleh mit Krautern Harissa-Dip Baguette,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2024-09-09/mensa-rempartstrae_schneller-teller.jpg
Pasta \"Tonno\" mit veganem Thunfisch Tomaten Gemuse Oliven,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-09-09/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-09-09/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-09-09/mensa-institutsviertel_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-09-07/mensa-rempartstrae_essen-1.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-09-02/mensa-rempartstrae_essen-1.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-31/mensa-rempartstrae_essen-1.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-08-30/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-30/mensa-rempartstrae_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-08-29/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-29/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-28/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-27/mensa-rempartstrae_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-08-26/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-26/mensa-rempartstrae_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-08-24/mensa-rempartstrae_essen-1.jpg
Zucchini-Kofte Krauter-Joghurtdip Griechischer Bauernsalat Fladenbrot,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-08-21/mensa-rempartstrae_tagesgericht.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-08-20/mensa-rempartstrae_tagesgericht.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-08-19/mensa-rempartstrae_tagesgericht.jpg
